Title,Short Intro,Full_Text,Category_Limpia,Sub-Category,Skills,URL
Financial Accounting: Advanced Topics,"In this course, you will explore advanced topics in financial accounting. You will start your journey with accounting for assets with more than one-year life. You will learn in detail how firms account for fixed assets. You will then move to financing of assets and discuss accounting for liabilities. The course will continue with an in-depth exploration of shareholders’ equity. Finally, you will critically evaluate preparation, components, and analysis of cash flows statement. ","Financial Accounting: Advanced Topics In this course, you will explore advanced topics in financial accounting. You will start your journey with accounting for assets with more than one-year life. You will learn in detail how firms account for fixed assets. You will then move to financing of assets and discuss accounting for liabilities. The course will continue with an in-depth exploration of shareholders’ equity. Finally, you will critically evaluate preparation, components, and analysis of cash flows statement. ",Business,Finance,"Cash Flow,Financial Accounting,Cash Flow Statement,Financial Statement,",https://www.coursera.org/learn/financial-accounting-advanced?specialization=business-data-management-communication
Immunology: Immune System and Infectious Diseases,The constant struggle between pathogens and the human immune system has been posing a significant threat to our health for thousands of years.,Immunology: Immune System and Infectious Diseases The constant struggle between pathogens and the human immune system has been posing a significant threat to our health for thousands of years.,Health,Basic Science,"Immunology,Tumour immunity,Autoimmunity,Infectious Diseases,",https://www.coursera.org/learn/immunology-immune-system-and-infectious-diseases?specialization=immunology-the-immune-system-and-its-failures
Public Speaking and Presentations ,"Learn the strategies to share your message with audiences of any size, and plan your message type based on your communication goals!","Public Speaking and Presentations  Learn the strategies to share your message with audiences of any size, and plan your message type based on your communication goals!",Personal Development,Personal Development,"Responding with an elevator pitch,Preparing an informative lecture,Delivering a persuasive speech,Engaging others with storytelling,",https://www.coursera.org/learn/publicspeakingandpresentations?specialization=communicationforeveryone
"Medical Emergencies: CPR, Toxicology, and Wilderness","In this course, you will develop the knowledge and skills to assess and stabilize certain types of patients for transport. By the end of this course, you will be able to: (1) Identify the signs and symptoms associated with a patient in shock, to describe the major categories of shock, to assess a patient with signs of shock and formulate a plan for treatment to stabilize the patient for transport, (2) Identify a patient in cardiac arrest and to describe the components of high performance CPR including placement of an AED, components of quality chest compressions, and options for oxygenation, (3) Identify a patient with under the influence of a drug of abuse or a toxicologic ingestion, assess a patient with a potential or known ingestion, and to formulate a plan for treatment and stabilization for transport including that of a violent patient, (4) Identify the symptoms associated with the most common environmental emergencies including hypothermia, hyperthermia, lightning strike and drowning, to assess patients with an environmental emergency and to describe initial treatment and stabilization for transportation and (5) Understanding your patient's story as well as to think critically about the complaint and symptoms associated with the gastrointestinal track, renal system, and the reproductive system.","Medical Emergencies: CPR, Toxicology, and Wilderness In this course, you will develop the knowledge and skills to assess and stabilize certain types of patients for transport. By the end of this course, you will be able to: (1) Identify the signs and symptoms associated with a patient in shock, to describe the major categories of shock, to assess a patient with signs of shock and formulate a plan for treatment to stabilize the patient for transport, (2) Identify a patient in cardiac arrest and to describe the components of high performance CPR including placement of an AED, components of quality chest compressions, and options for oxygenation, (3) Identify a patient with under the influence of a drug of abuse or a toxicologic ingestion, assess a patient with a potential or known ingestion, and to formulate a plan for treatment and stabilization for transport including that of a violent patient, (4) Identify the symptoms associated with the most common environmental emergencies including hypothermia, hyperthermia, lightning strike and drowning, to assess patients with an environmental emergency and to describe initial treatment and stabilization for transportation and (5) Understanding your patient's story as well as to think critically about the complaint and symptoms associated with the gastrointestinal track, renal system, and the reproductive system.",Health,Patient Care,,https://www.coursera.org/learn/medical-emergencies-cpr-toxicology-wilderness?specialization=become-an-emt
Design Thinking for Innovation,"Today innovation is everyone's business. Whether you are a manager in a global corporation, an entrepreneur starting up, in a government role, or a teacher in an elementary school, everyone is expected to get lean – to do better with less. And that is why we all need design thinking. At every level in every kind of organization, design thinking provides the tools you need to become an innovative thinker and uncover creative opportunities that are there – you're just not seeing them yet.","Design Thinking for Innovation Today innovation is everyone's business. Whether you are a manager in a global corporation, an entrepreneur starting up, in a government role, or a teacher in an elementary school, everyone is expected to get lean – to do better with less. And that is why we all need design thinking. At every level in every kind of organization, design thinking provides the tools you need to become an innovative thinker and uncover creative opportunities that are there – you're just not seeing them yet.",Business,Business Strategy,"Strategic Thinking,Design Thinking,Innovation Management,Design Management,Innovation,",https://www.coursera.org/learn/uva-darden-design-thinking-innovation?specialization=leading-modern-day-business
 Supervised Machine Learning: Classification,"This course introduces you to one of the main types of modeling families of supervised Machine Learning: Classification. You will learn how to train predictive models to classify categorical outcomes and how to use error metrics to compare across different models. The hands-on section of this course focuses on using best practices for classification, including train and test splits, and handling data sets with unbalanced classes."," Supervised Machine Learning: Classification This course introduces you to one of the main types of modeling families of supervised Machine Learning: Classification. You will learn how to train predictive models to classify categorical outcomes and how to use error metrics to compare across different models. The hands-on section of this course focuses on using best practices for classification, including train and test splits, and handling data sets with unbalanced classes.",Data Science,Machine Learning,"Decision Tree,Ensemble Learning,Classification Algorithms,Supervised Learning,Machine Learning (ML) Algorithms,",https://www.coursera.org/learn/supervised-machine-learning-classification?specialization=ibm-intro-machine-learning
Effective Business Presentations with Powerpoint,"This course is all about presenting the story of the data, using PowerPoint. You'll learn how to structure a presentation, to include insights and supporting data. You'll also learn some design principles for effective visuals and slides. You'll gain skills for client-facing communication - including public speaking, executive presence and compelling storytelling. Finally, you'll be given a client profile, a business problem, and a set of basic Excel charts, which you'll need to turn into a presentation - which you'll deliver with iterative peer feedback.","Effective Business Presentations with Powerpoint This course is all about presenting the story of the data, using PowerPoint. You'll learn how to structure a presentation, to include insights and supporting data. You'll also learn some design principles for effective visuals and slides. You'll gain skills for client-facing communication - including public speaking, executive presence and compelling storytelling. Finally, you'll be given a client profile, a business problem, and a set of basic Excel charts, which you'll need to turn into a presentation - which you'll deliver with iterative peer feedback.",Business,Business Essentials,"Data Analysis,Communication,Presentation Design,Presentation,",https://www.coursera.org/learn/powerpoint-presentations?specialization=pwc-analytics
Python Project for Data Science,This mini-course is intended to for you to demonstrate foundational Python skills for working with data. This course primarily involves completing a project in which you will assume the role of a Data Scientist or a Data Analyst and be provided with a real-world data set and a real-world inspired scenario to identify patterns and trends. ,Python Project for Data Science This mini-course is intended to for you to demonstrate foundational Python skills for working with data. This course primarily involves completing a project in which you will assume the role of a Data Scientist or a Data Analyst and be provided with a real-world data set and a real-world inspired scenario to identify patterns and trends. ,Data Science,Data Analysis,"Data Science,Python Programming,Data Analysis,Pandas,Jupyter notebooks,",https://www.coursera.org/learn/python-project-for-data-science?specialization=data-science-fundamentals-python-sql
Introduction to Management Consulting,"Management consultants are paid well because they help executives to break down complex problems, make difficult decisions, and implement lasting change. Consultants know how to work smart and fast.","Introduction to Management Consulting Management consultants are paid well because they help executives to break down complex problems, make difficult decisions, and implement lasting change. Consultants know how to work smart and fast.",Business,Business Strategy,"Business Case,Business Analytics,Management Consulting,Problem Solving,Consulting,",https://www.coursera.org/learn/introduction-to-management-consulting?specialization=managementconsulting
Firm Level Economics: Consumer and Producer Behavior,"All goods and services are subject to scarcity at some level, which requires that society develop some allocation mechanism to determine who gets what. Over recorded history, these allocation rules were usually command based, meaning that the king or the emperor would decide. In contemporary times, most countries have turned to market-based allocation systems. In markets, prices act as rationing devices, encouraging or discouraging production and encouraging or discouraging consumption to find an equilibrium allocation of resources. To understand this process, businesses construct demand curves to capture consumer behavior and consider supply curves to capture producer behavior. The resulting equilibrium price “rations” the scarce commodity.","Firm Level Economics: Consumer and Producer Behavior All goods and services are subject to scarcity at some level, which requires that society develop some allocation mechanism to determine who gets what. Over recorded history, these allocation rules were usually command based, meaning that the king or the emperor would decide. In contemporary times, most countries have turned to market-based allocation systems. In markets, prices act as rationing devices, encouraging or discouraging production and encouraging or discouraging consumption to find an equilibrium allocation of resources. To understand this process, businesses construct demand curves to capture consumer behavior and consider supply curves to capture producer behavior. The resulting equilibrium price “rations” the scarce commodity.",Business,Finance,"Economics,Consumer Behaviour,Supply And Demand,Cost,",https://www.coursera.org/learn/firm-level-economics?specialization=managerial-economics-business-analysis
Designing the Organization,"Organizations are complex and can be difficult to manage well, so managers need tools to help them better understand and deal with the many complexities and challenges associated with organizational life. In this course, you will learn theories, principles, and frameworks that will help you design more effective organizations. ","Designing the Organization Organizations are complex and can be difficult to manage well, so managers need tools to help them better understand and deal with the many complexities and challenges associated with organizational life. In this course, you will learn theories, principles, and frameworks that will help you design more effective organizations. ",Business,Leadership and Management,"Organizational Structure,Knowledge of General Business Functions,Organization Design,Organizational Theory,Strategic Management,",https://www.coursera.org/learn/designing-organization?specialization=strategic-leadership
Intermediate Object-Oriented Programming for Unity Games,"This course is the fourth course in the specialization about learning how to develop video games using the C# programming language and the Unity game engine on Windows or Mac. Why use C# and Unity instead of some other language and game engine? Well, C# is a really good language for learning how to program and then programming professionally. Also, the Unity game engine is very popular with indie game developers; Unity games were downloaded 16,000,000,000 times in 2016! Finally, C# is one of the programming languages you can use in the Unity environment.","Intermediate Object-Oriented Programming for Unity Games This course is the fourth course in the specialization about learning how to develop video games using the C# programming language and the Unity game engine on Windows or Mac. Why use C# and Unity instead of some other language and game engine? Well, C# is a really good language for learning how to program and then programming professionally. Also, the Unity game engine is very popular with indie game developers; Unity games were downloaded 16,000,000,000 times in 2016! Finally, C# is one of the programming languages you can use in the Unity environment.",Computer Science,Software Development,,https://www.coursera.org/learn/intermediate-object-oriented-programming-unity-games?specialization=programming-unity-game-development
Introduction to Python Programming,"This course provides an introduction to programming and the Python language.  Students are introduced to core programming concepts like data structures, conditionals, loops, variables, and functions.  This course includes an overview of the various tools available for writing and running Python, and gets students coding quickly.  It also provides hands-on coding exercises using commonly used data structures, writing custom functions, and reading and writing to files. This course may be more robust than some other introductory python courses, as it delves deeper into certain essential programming topics.","Introduction to Python Programming This course provides an introduction to programming and the Python language.  Students are introduced to core programming concepts like data structures, conditionals, loops, variables, and functions.  This course includes an overview of the various tools available for writing and running Python, and gets students coding quickly.  It also provides hands-on coding exercises using commonly used data structures, writing custom functions, and reading and writing to files. This course may be more robust than some other introductory python courses, as it delves deeper into certain essential programming topics.",Computer Science,Software Development,"Python Tools,Python Syntax And Semantics,Programming Principles,Python Programming,Computer Programming,",https://www.coursera.org/learn/python-programming-intro?specialization=programming-python-java
Healthcare Data Models,"Career prospects are bright for those qualified to work in healthcare data analytics. Perhaps you work in data analytics, but are considering a move into healthcare where your work can improve people’s quality of life. If so, this course gives you a glimpse into why this work matters, what you’d be doing in this role, and what takes place on the Path to Value where data is gathered from patients at the point of care, moves into data warehouses to be prepared for analysis, then moves along the data pipeline to be transformed into valuable insights that can save lives, reduce costs, to improve healthcare and make it more accessible and affordable. Perhaps you work in healthcare but are considering a transition into a new role. If so, this course will help you see if this career path is one you want to pursue. You’ll get an overview of common data models and their uses. You’ll learn how various systems integrate data, how to ensure clear communication, measure and improve data quality. Data analytics in healthcare serves doctors, clinicians, patients, care providers, and those who carry out the business of improving health outcomes. This course of study will give you a clear picture of data analysis in today’s fast-changing healthcare field and the opportunities it holds for you.","Healthcare Data Models Career prospects are bright for those qualified to work in healthcare data analytics. Perhaps you work in data analytics, but are considering a move into healthcare where your work can improve people’s quality of life. If so, this course gives you a glimpse into why this work matters, what you’d be doing in this role, and what takes place on the Path to Value where data is gathered from patients at the point of care, moves into data warehouses to be prepared for analysis, then moves along the data pipeline to be transformed into valuable insights that can save lives, reduce costs, to improve healthcare and make it more accessible and affordable. Perhaps you work in healthcare but are considering a transition into a new role. If so, this course will help you see if this career path is one you want to pursue. You’ll get an overview of common data models and their uses. You’ll learn how various systems integrate data, how to ensure clear communication, measure and improve data quality. Data analytics in healthcare serves doctors, clinicians, patients, care providers, and those who carry out the business of improving health outcomes. This course of study will give you a clear picture of data analysis in today’s fast-changing healthcare field and the opportunities it holds for you.",Health,Health Informatics,,https://www.coursera.org/learn/healthcare-data-models?specialization=healthcare-information-literacy-data-analytics
Storytelling and influencing: Communicate with impact,"An ambitious vision for the future of your organisation isn’t enough – how do you communicate this vision to get your colleagues on board? The ability to effectively communicate and persuade others is a key leadership skill. Traditional and common-sense models of communication and persuasion often fail to capture the complex nature of ‘influencing’. Via structured learning activities (video lectures, quizzes, discussion prompts and written assessments) this course will develop your capacity to communicate appropriately in different situational and cultural contexts, making you a highly influential leader.","Storytelling and influencing: Communicate with impact An ambitious vision for the future of your organisation isn’t enough – how do you communicate this vision to get your colleagues on board? The ability to effectively communicate and persuade others is a key leadership skill. Traditional and common-sense models of communication and persuasion often fail to capture the complex nature of ‘influencing’. Via structured learning activities (video lectures, quizzes, discussion prompts and written assessments) this course will develop your capacity to communicate appropriately in different situational and cultural contexts, making you a highly influential leader.",Business,Leadership and Management,,https://www.coursera.org/learn/communicate-with-impact?specialization=influencing-storytelling-change-management
"Image Segmentation, Filtering, and Region Analysis","In this course, you will build on the skills learned in Introduction to Image Processing to work through common complications such as noise. You’ll use spatial filters to deal with different types of artifacts. You’ll learn new approaches to segmentation such as edge detection and clustering. You’ll also analyze regions of interest and calculate properties such as size, orientation, and location. ","Image Segmentation, Filtering, and Region Analysis In this course, you will build on the skills learned in Introduction to Image Processing to work through common complications such as noise. You’ll use spatial filters to deal with different types of artifacts. You’ll learn new approaches to segmentation such as edge detection and clustering. You’ll also analyze regions of interest and calculate properties such as size, orientation, and location. ",Physical Science and Engineering,Electrical Engineering,"Image Processing,Image Segmentation,region analysis,image filtering,",https://www.coursera.org/learn/image-segmentation?specialization=image-processing
"Defining Diversity, Equity and Inclusion in Organizations","Defining Diversity, Equity, and Inclusion in Organizations is the first course of a four-course series. This course introduces the core definitions of diversity, equity, and inclusion and reasons why these efforts can often fail. We will also explore the elements for making the case for diversity and the concept of DE&I maturation where learners can assess their organization’s activities to determine where it may place on the DE&I continuum.","Defining Diversity, Equity and Inclusion in Organizations Defining Diversity, Equity, and Inclusion in Organizations is the first course of a four-course series. This course introduces the core definitions of diversity, equity, and inclusion and reasons why these efforts can often fail. We will also explore the elements for making the case for diversity and the concept of DE&I maturation where learners can assess their organization’s activities to determine where it may place on the DE&I continuum.",Business,Leadership and Management,,https://www.coursera.org/learn/defining-diversity-equity-and-inclusion-in-organizations?specialization=organizational-leadership-in-diversity-equity-and-inclusion
Building a Data Science Team,"Data science is a team sport. As a data science executive it is your job to recruit, organize, and manage the team to success. In this one-week course, we will cover how you can find the right people to fill out your data science team, how to organize them to give them the best chance to feel empowered and successful, and how to manage your team as it grows. ","Building a Data Science Team Data science is a team sport. As a data science executive it is your job to recruit, organize, and manage the team to success. In this one-week course, we will cover how you can find the right people to fill out your data science team, how to organize them to give them the best chance to feel empowered and successful, and how to manage your team as it grows. ",Data Science,Data Analysis,"Team Building,Data Science,Management,Team Management,",https://www.coursera.org/learn/build-data-science-team?specialization=executive-data-science
"Excel/VBA for Creative Problem Solving, Part 1","""Excel/VBA for Creative Problem Solving, Part 1"" is aimed at learners who are seeking to augment, expand, optimize, and increase the efficiency of their Excel spreadsheet skills by tapping into the powerful programming, automation, and customization capabilities available with Visual Basic for Applications (VBA).  ","Excel/VBA for Creative Problem Solving, Part 1 ""Excel/VBA for Creative Problem Solving, Part 1"" is aimed at learners who are seeking to augment, expand, optimize, and increase the efficiency of their Excel spreadsheet skills by tapping into the powerful programming, automation, and customization capabilities available with Visual Basic for Applications (VBA).  ",Computer Science,Algorithms,"Microsoft Excel Vba,Computer Programming,Problem Solving,Debugging,",https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1?specialization=excel-vba-creative-problem-solving
The Art of Negotiation,"The art of negotiation comes into play daily in the life of employees at all levels and in every position. Participants explore how current approaches to negotiation strategy and tactics are used, what negotiation entails, types of negotiation relationships that exist from hard bargain to win-win, to fully partnered relationships and personal ones. The course explores the personal and behavioral characteristics of an effective negotiator. Participants discuss how empowerment, power, and authority affect the negotiation process and outcome. Topics include how important it is to plan and prepare for a negotiation session.","The Art of Negotiation The art of negotiation comes into play daily in the life of employees at all levels and in every position. Participants explore how current approaches to negotiation strategy and tactics are used, what negotiation entails, types of negotiation relationships that exist from hard bargain to win-win, to fully partnered relationships and personal ones. The course explores the personal and behavioral characteristics of an effective negotiator. Participants discuss how empowerment, power, and authority affect the negotiation process and outcome. Topics include how important it is to plan and prepare for a negotiation session.",Business,Business Essentials,"Win-Win Game,Negotiation,Planning,Principled Negotiation,",https://www.coursera.org/learn/art-of-negotiation?specialization=career-success
Positive Psychology Specialization Project: Design Your Life for Well-being,"You are encouraged to take the first four courses of the Foundations of Positive Psychology Specialization before starting this course and completing the Specialization Project. This course, taught by Dr. Martin E.P. Seligman brings all the key concepts from the first four courses to practice as you develop and test a new positive intervention for an audience of your choice. You identify opportunities in your daily life to increase the wellbeing by using knowledge you developed in the first four courses of the Specialization. In this final project, you evaluate the efficacy of a positive intervention based on subjective and objective measures. Then, you compare how empirical and non-empirically-based positive interventions can be applied to influence a person's wellbeing. Lastly, you reflect on how the fundamental elements of research methods are important in the everyday application of positive psychology.","Positive Psychology Specialization Project: Design Your Life for Well-being You are encouraged to take the first four courses of the Foundations of Positive Psychology Specialization before starting this course and completing the Specialization Project. This course, taught by Dr. Martin E.P. Seligman brings all the key concepts from the first four courses to practice as you develop and test a new positive intervention for an audience of your choice. You identify opportunities in your daily life to increase the wellbeing by using knowledge you developed in the first four courses of the Specialization. In this final project, you evaluate the efficacy of a positive intervention based on subjective and objective measures. Then, you compare how empirical and non-empirically-based positive interventions can be applied to influence a person's wellbeing. Lastly, you reflect on how the fundamental elements of research methods are important in the everyday application of positive psychology.",Health,Psychology,"Character Strengths And Virtues,Flourishing,Positive Psychology,Personal Development,",https://www.coursera.org/learn/positive-psychology-project?specialization=positivepsychology
Managing Project Risks and Changes,"This course will help you manage project risk effectively by identifying, analyzing, and communicating inevitable changes to project scope and objectives. You will understand and practice the elements needed to measure and report on project scope, schedule, and cost performance. You will be equipped with the tools to manage change in the least disruptive way possible for your team and other project stakeholders.","Managing Project Risks and Changes This course will help you manage project risk effectively by identifying, analyzing, and communicating inevitable changes to project scope and objectives. You will understand and practice the elements needed to measure and report on project scope, schedule, and cost performance. You will be equipped with the tools to manage change in the least disruptive way possible for your team and other project stakeholders.",Business,Leadership and Management,"Project Management,Change Control,Risk Management,Change Management,",https://www.coursera.org/learn/project-risk-management?specialization=project-management-success
Renewable Energy Projects,"Understanding renewable energy technologies is important, but equally important is knowing how to effectively deploy these technologies to provide renewable energy to end-users – the topic of this course. Upon completion of the course, you will understand the development and management of renewable energy projects, large and small, from conception to launch and subsequent operation.  ","Renewable Energy Projects Understanding renewable energy technologies is important, but equally important is knowing how to effectively deploy these technologies to provide renewable energy to end-users – the topic of this course. Upon completion of the course, you will understand the development and management of renewable energy projects, large and small, from conception to launch and subsequent operation.  ",Physical Science and Engineering,Environmental Science and Sustainability,"Renewable Energy,Project Execution,Project Operations,Project Feasibility,Project Management,",https://www.coursera.org/learn/renewable-energy-projects?specialization=renewable-energy
Multiple Regression Analysis in Public Health ,"Biostatistics is the application of statistical reasoning to the life sciences, and it's the key to unlocking the data gathered by researchers and the evidence presented in the scientific public health literature. In this course, you'll extend simple regression to the prediction of a single outcome of interest on the basis of multiple variables. Along the way, you'll be introduced to a variety of methods, and you'll practice interpreting data and performing calculations on real data from published studies.  Topics include multiple logistic regression, the Spline approach, confidence intervals, p-values, multiple Cox regression, adjustment, and effect modification.","Multiple Regression Analysis in Public Health  Biostatistics is the application of statistical reasoning to the life sciences, and it's the key to unlocking the data gathered by researchers and the evidence presented in the scientific public health literature. In this course, you'll extend simple regression to the prediction of a single outcome of interest on the basis of multiple variables. Along the way, you'll be introduced to a variety of methods, and you'll practice interpreting data and performing calculations on real data from published studies.  Topics include multiple logistic regression, the Spline approach, confidence intervals, p-values, multiple Cox regression, adjustment, and effect modification.",Health,Health Informatics,"effect modifcation,Proportional Hazards Model,Regression Analysis,Spline approach,",https://www.coursera.org/learn/multiple-regression-analysis-public-health?specialization=biostatistics-public-health
Exploratory Data Analysis,This course covers the essential exploratory techniques for summarizing data. These techniques are typically applied before formal modeling commences and can help inform the development of more complex statistical models. Exploratory techniques are also important for eliminating or sharpening potential hypotheses about the world that can be addressed by the data. We will cover in detail the plotting systems in R as well as some of the basic principles of constructing data graphics. We will also cover some of the common multivariate statistical techniques used to visualize high-dimensional data.,Exploratory Data Analysis This course covers the essential exploratory techniques for summarizing data. These techniques are typically applied before formal modeling commences and can help inform the development of more complex statistical models. Exploratory techniques are also important for eliminating or sharpening potential hypotheses about the world that can be addressed by the data. We will cover in detail the plotting systems in R as well as some of the basic principles of constructing data graphics. We will also cover some of the common multivariate statistical techniques used to visualize high-dimensional data.,Data Science,Data Analysis,"Cluster Analysis,Ggplot2,R Programming,Exploratory Data Analysis,",https://www.coursera.org/learn/exploratory-data-analysis?specialization=data-science-foundations-r
Decision-Making: Blending Art & Science,"Why do smart people sometimes think they are right when they are very, very wrong? Our brains are designed to make quick decisions, and sometimes we miss out on what’s really going on. Knowing this, Professor Sydney Finkelstein walks you through the neuroscience behind decision-making, and teaches you to make conscious decisions that are right for you at work and in life. By teaching you to reflect and move forward even better than before, Professor Finkelstein will help you to be the best you possibly can at whatever you do.","Decision-Making: Blending Art & Science Why do smart people sometimes think they are right when they are very, very wrong? Our brains are designed to make quick decisions, and sometimes we miss out on what’s really going on. Knowing this, Professor Sydney Finkelstein walks you through the neuroscience behind decision-making, and teaches you to make conscious decisions that are right for you at work and in life. By teaching you to reflect and move forward even better than before, Professor Finkelstein will help you to be the best you possibly can at whatever you do.",Business,Leadership and Management,"Decision-Making,Management,Strategic Leadership,Learning How To Learn,Leadership Development,",https://www.coursera.org/learn/decision-making-art-and-science?specialization=strategic-leadership-impact-change-decision-making
Building Web Applications in Django,"In this course, you will learn how Django communicates with a database through model objects. You will explore Object-Relational Mapping (ORM) for database access and how Django models implement this pattern.  We will review the Object-Oriented (OO) pattern in Python.  You will learn basic Structured Query Language (SQL) and database modeling, including one-to-many and many-to-many relationships and how they work in both the SQL and Django models. You will learn how to use the Django console and scripts to work with your application objects interactively.","Building Web Applications in Django In this course, you will learn how Django communicates with a database through model objects. You will explore Object-Relational Mapping (ORM) for database access and how Django models implement this pattern.  We will review the Object-Oriented (OO) pattern in Python.  You will learn basic Structured Query Language (SQL) and database modeling, including one-to-many and many-to-many relationships and how they work in both the SQL and Django models. You will learn how to use the Django console and scripts to work with your application objects interactively.",Computer Science,Mobile and Web Development,"Django Template Language,GET & POST,Object-Oriented Programming (OOP),Cross-Site Scripting Forgery (CSRF),Django (Web Framework),",https://www.coursera.org/learn/django-build-web-apps?specialization=django
Operations Analytics,"This course is designed to impact the way you think about transforming data into better decisions. Recent extraordinary improvements in data-collecting technologies have changed the way firms make informed and effective business decisions. The course on operations analytics, taught by three of Wharton’s leading experts, focuses on how the data can be used to profitably match supply with demand in various business settings. In this course, you will learn how to model future demand uncertainties, how to predict the outcomes of competing policy choices and how to choose the best course of action in the face of risk. The course will introduce frameworks and ideas that provide insights into a spectrum of real-world business challenges, will teach you methods and software available for tackling these challenges quantitatively as well as the issues involved in gathering the relevant data.","Operations Analytics This course is designed to impact the way you think about transforming data into better decisions. Recent extraordinary improvements in data-collecting technologies have changed the way firms make informed and effective business decisions. The course on operations analytics, taught by three of Wharton’s leading experts, focuses on how the data can be used to profitably match supply with demand in various business settings. In this course, you will learn how to model future demand uncertainties, how to predict the outcomes of competing policy choices and how to choose the best course of action in the face of risk. The course will introduce frameworks and ideas that provide insights into a spectrum of real-world business challenges, will teach you methods and software available for tackling these challenges quantitatively as well as the issues involved in gathering the relevant data.",Business,Business Strategy,"Simulation,Mathematical Optimization,Solver,Decision Tree,",https://www.coursera.org/learn/wharton-operations-analytics?specialization=business-analytics
Java Programming: Build a Recommendation System,Ever wonder how Netflix decides what movies to recommend for you? Or how Amazon recommends books? We can get a feel for how it works by building a simplified recommender of our own!,Java Programming: Build a Recommendation System Ever wonder how Netflix decides what movies to recommend for you? Or how Amazon recommends books? We can get a feel for how it works by building a simplified recommender of our own!,Computer Science,Software Development,"Data Structure,Interfaces,Software Design,Java Programming,",https://www.coursera.org/learn/java-programming-recommender?specialization=java-programming
Healthcare Organizations and the Health System,"Have you ever been in a healthcare waiting room and thought about how the organization could be more efficient?  For example, have you found yourself thinking about how to reduce the amount of time spent waiting?  Or do you work in a healthcare organization and find yourself thinking about how to improve the organization?  If you have, this course is for you.  Course content includes an overview of healthcare organizations, their administration and management, and their governance.  ","Healthcare Organizations and the Health System Have you ever been in a healthcare waiting room and thought about how the organization could be more efficient?  For example, have you found yourself thinking about how to reduce the amount of time spent waiting?  Or do you work in a healthcare organization and find yourself thinking about how to improve the organization?  If you have, this course is for you.  Course content includes an overview of healthcare organizations, their administration and management, and their governance.  ",Health,Healthcare Management,"Pharmacy Healthcare Organization Operations,Public Health and Wellness Healthcare Organization Operations,Medical Healthcare Organization Operations,Healthcare Administration,Dental Healthcare Organization Operations,",https://www.coursera.org/learn/healthcare-organizations-health-system?specialization=healthcare-organization-operations
Introduction to Supply Chain Finance & Blockchain Technology,"What is Supply Chain Finance? How does Blockchain apply? In this course, you’ll learn about an emerging set of solutions within trade finance implemented by financial institutions, leading corporate buyers and their trading partners all over the world known as Supply Chain Finance. You’ll learn about the key enablers in Supply Chain Finance and recognize the key challenges in the current market that are responsible for the growing interest in Supply Chain Finance. You’ll cover the concept, attributes, and metrics of working capital in great detail and review the four main products and solutions in Supply Chain Finance. The course will wrap up with a brief introduction to Blockchain and the basic concepts of Blockchain Technology. By the end of this course, you’ll have learned about the options to enter into the Supply Chain Finance market and how to identify the best solutions for your organization. There is no prerequisite knowledge required to participate in this course, but general business and financial acumen are helpful in understanding the full details of Supply Chain Finance solutions.","Introduction to Supply Chain Finance & Blockchain Technology What is Supply Chain Finance? How does Blockchain apply? In this course, you’ll learn about an emerging set of solutions within trade finance implemented by financial institutions, leading corporate buyers and their trading partners all over the world known as Supply Chain Finance. You’ll learn about the key enablers in Supply Chain Finance and recognize the key challenges in the current market that are responsible for the growing interest in Supply Chain Finance. You’ll cover the concept, attributes, and metrics of working capital in great detail and review the four main products and solutions in Supply Chain Finance. The course will wrap up with a brief introduction to Blockchain and the basic concepts of Blockchain Technology. By the end of this course, you’ll have learned about the options to enter into the Supply Chain Finance market and how to identify the best solutions for your organization. There is no prerequisite knowledge required to participate in this course, but general business and financial acumen are helpful in understanding the full details of Supply Chain Finance solutions.",Business,Business Strategy,"Blockchain Technology Implementation,Foreign Currency Risk Management,Accounts Receivable Management,Accounts Payable Management,Trade Finance Management,",https://www.coursera.org/learn/introduction-supply-chain-finance-blockchain-technology?specialization=supply-chain-finance-and-blockchain-technology
RPA Basics and Introduction to UiPath,"The RPA Basics and Introduction to UiPath course provides knowledge on Robotic Process Automation basic concepts. It also introduces you to the UiPath Platform and its core components. The course provides a detailed explanation of UiPath Studio User Interface and its features. By the end of the course, you will be able to build your first automation project in UiPath Studio.","RPA Basics and Introduction to UiPath The RPA Basics and Introduction to UiPath course provides knowledge on Robotic Process Automation basic concepts. It also introduces you to the UiPath Platform and its core components. The course provides a detailed explanation of UiPath Studio User Interface and its features. By the end of the course, you will be able to build your first automation project in UiPath Studio.",Computer Science,Software Development,"Uipath,Studio,Automation,Workflow,rpa,",https://www.coursera.org/learn/rpa-basics-and-introduction-to-uipath?specialization=roboticprocessautomation
